risk	0.01616915422885572
BBC	0.01554726368159204
women	0.012437810945273632
s	0.012437810945273632
heart	0.010572139303482588
cancer	0.009950248756218905
breast	0.008706467661691543
Africa	0.008706467661691543
honey	0.006840796019900498
taking	0.006840796019900498
woman	0.006218905472636816
Amnesty	0.005597014925373134
people	0.005597014925373134
years	0.005597014925373134
Health	0.005597014925373134
more	0.005597014925373134
drug	0.005597014925373134
2013	0.004975124378109453
five	0.004975124378109453
one	0.004975124378109453
told	0.004975124378109453
pregnancy	0.004353233830845771
laws	0.004353233830845771
David	0.004353233830845771
African	0.0037313432835820895
up	0.0037313432835820895
very	0.0037313432835820895
June	0.0037313432835820895
South	0.0037313432835820895
report	0.0037313432835820895
same	0.0037313432835820895
tamoxifen	0.0037313432835820895
pregnant	0.003109452736318408
gay	0.003109452736318408
family	0.003109452736318408
born	0.003109452736318408
News	0.003109452736318408
before	0.003109452736318408
rights	0.003109452736318408
those	0.003109452736318408
made	0.003109452736318408
evidence	0.003109452736318408
last	0.003109452736318408
early	0.003109452736318408
think	0.003109452736318408
updated	0.003109452736318408
condition	0.003109452736318408
arrhythmias	0.0024875621890547263
suggests	0.0024875621890547263
first	0.0024875621890547263
being	0.0024875621890547263
double	0.0024875621890547263
patients	0.0024875621890547263
sites	0.0024875621890547263
sex	0.0024875621890547263
antidepressants	0.0024875621890547263
NICE	0.0024875621890547263
Panorama	0.0024875621890547263
mild	0.0024875621890547263
countries	0.0024875621890547263
Last	0.0024875621890547263
content	0.0024875621890547263
depression	0.0024875621890547263
stories	0.0024875621890547263
responsible	0.0024875621890547263
poisoning	0.0024875621890547263
adds	0.0024875621890547263
really	0.0024875621890547263
worth	0.0024875621890547263
babies	0.0024875621890547263
moderate	0.0024875621890547263
SSRI	0.0024875621890547263
ET	0.0024875621890547263
small	0.0024875621890547263
homosexual	0.0024875621890547263
Read	0.0024875621890547263
acts	0.0024875621890547263
need	0.0024875621890547263
such	0.0024875621890547263
external	0.0024875621890547263
©	0.0024875621890547263
experts	0.0024875621890547263
More	0.0024875621890547263
treatment	0.0024875621890547263
month	0.0024875621890547263
t	0.0024875621890547263
risks	0.0024875621890547263
police	0.0024875621890547263
drugs	0.0024875621890547263
expert	0.0024875621890547263
offered	0.0018656716417910447
many	0.0018656716417910447
One	0.0018656716417910447
even	0.0018656716417910447
lesbians	0.0018656716417910447
000	0.0018656716417910447
government	0.0018656716417910447
decision	0.0018656716417910447
defect	0.0018656716417910447
Cameroon	0.0018656716417910447
around	0.0018656716417910447
